corp_label,구분,fy,rcept_no,report_nm,rcept_dt,section_title,table_index,row_index,원문헤더,원문행,비고_원문,겸직인원_언급,fetched_at,status,raw_path,raw_sha256
JB금융지주,지주,2023,20240320001709,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,12,105,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-22T11:59:37+09:00,000,raw/document/20240320001709.zip,a4fe0252b4d61d678371d49fcc0856050a15e984337ad1def0466982b5708f78
JB금융지주,지주,2023,20240320001709,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,12,106,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 남 | 59 | - | 18 | - | 77 | 2 년 11 개월 | 12,374 | 165 | - | - | - | -",,N,2026-09-22T11:59:37+09:00,000,raw/document/20240320001709.zip,a4fe0252b4d61d678371d49fcc0856050a15e984337ad1def0466982b5708f78
JB금융지주,지주,2023,20240320001709,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,12,107,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 여 | 11 | - | 11 | - | 22 | 2 년 11 개월 | 2,368 | 111 | -",,N,2026-09-22T11:59:37+09:00,000,raw/document/20240320001709.zip,a4fe0252b4d61d678371d49fcc0856050a15e984337ad1def0466982b5708f78
JB금융지주,지주,2023,20240320001709,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,12,108,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 70 | - | 29 | - | 99 | 2 년 11 개월 | 14,742 | 153 | -",,N,2026-09-22T11:59:37+09:00,000,raw/document/20240320001709.zip,a4fe0252b4d61d678371d49fcc0856050a15e984337ad1def0466982b5708f78
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,109,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,110,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"관리부문 | 남 | 239 | 1 | 44 | 3 | 284 | 11.8 | 35,152 | 124 | 149 | 249 | 398 | -",,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,111,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"관리부문 | 여 | 256 | 0 | 15 | 1 | 272 | 13.2 | 22,662 | 83 | -",,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,112,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"영업부문 | 남 | 87 | 0 | 0 | 0 | 87 | 16.2 | 14,580 | 168 | -",,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,113,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"영업부문 | 여 | 194 | 0 | 0 | 0 | 194 | 20.7 | 19,816 | 102 | -",,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,114,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"자산운용부문 | 남 | 43 | 0 | 5 | 0 | 48 | 10.2 | 6,748 | 141 | -",,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,115,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"자산운용부문 | 여 | 28 | 0 | 1 | 1 | 29 | 9.2 | 2,230 | 77 | -",,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
동양생명보험,보험자회사,2023,20240320001755,사업보고서 (2023.12),20240320,1. 임원 및 직원 등의 현황,10,116,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 847 | 1 | 65 | 5 | 912 | 14.4 | 101,190 | 111 | -",,N,2026-09-16T11:24:50+09:00,000,raw/document/20240320001755.zip,ad1b3f182d9d2ae3d648abce4fd6de1bbeaa14748f64acfadcb05f9a65bf2861
한국금융지주,지주,2023,20240321001204,사업보고서 (2023.12),20240321,1. 임원 및 직원 등의 현황,11,117,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T11:27:25+09:00,000,raw/document/20240321001204.zip,89ccc3f8231fde47d8d106da3d6a13946fe57542082f1aa8700df9b25b6f29b0
한국금융지주,지주,2023,20240321001204,사업보고서 (2023.12),20240321,1. 임원 및 직원 등의 현황,11,118,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융지주 | 남 | 48 | - | 9 | - | 57 | 3.60 | 10,054 | 178 | - | - | - | -",,N,2026-09-16T11:27:25+09:00,000,raw/document/20240321001204.zip,89ccc3f8231fde47d8d106da3d6a13946fe57542082f1aa8700df9b25b6f29b0
한국금융지주,지주,2023,20240321001204,사업보고서 (2023.12),20240321,1. 임원 및 직원 등의 현황,11,119,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융지주 | 여 | 14 | - | - | - | 14 | 4.23 | 1,635 | 125 | -",,N,2026-09-16T11:27:25+09:00,000,raw/document/20240321001204.zip,89ccc3f8231fde47d8d106da3d6a13946fe57542082f1aa8700df9b25b6f29b0
한국금융지주,지주,2023,20240321001204,사업보고서 (2023.12),20240321,1. 임원 및 직원 등의 현황,11,120,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 62 | - | 9 | - | 71 | 3.72 | 11,689 | 168 | -",,N,2026-09-16T11:27:25+09:00,000,raw/document/20240321001204.zip,89ccc3f8231fde47d8d106da3d6a13946fe57542082f1aa8700df9b25b6f29b0
신한은행(구),은행,2023,20240325000335,[기재정정]사업보고서 (2023.12),20240325,1. 임원 및 직원 등의 현황,6,121,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T11:28:49+09:00,000,raw/document/20240325000335.zip,473cd9d93b67923fc8e073ed166efc5063dff070a385ba4d7c756132d4704c4b
신한은행(구),은행,2023,20240325000335,[기재정정]사업보고서 (2023.12),20240325,1. 임원 및 직원 등의 현황,6,122,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융서비스 | 남 | 6,401 | - | 758 | 101 | 7,159 | 16년 11개월 | 941,103 | 131 | 1,815 | 2,499 | 4,314 | -",,N,2026-09-16T11:28:49+09:00,000,raw/document/20240325000335.zip,473cd9d93b67923fc8e073ed166efc5063dff070a385ba4d7c756132d4704c4b
신한은행(구),은행,2023,20240325000335,[기재정정]사업보고서 (2023.12),20240325,1. 임원 및 직원 등의 현황,6,123,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융서비스 | 여 | 5,898 | 147 | 206 | 62 | 6,104 | 14년 1개월 | 564,506 | 91 | -",,N,2026-09-16T11:28:49+09:00,000,raw/document/20240325000335.zip,473cd9d93b67923fc8e073ed166efc5063dff070a385ba4d7c756132d4704c4b
신한은행(구),은행,2023,20240325000335,[기재정정]사업보고서 (2023.12),20240325,1. 임원 및 직원 등의 현황,6,124,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 12,299 | 147 | 964 | 163 | 13,263 | 15년 6개월 | 1,505,609 | 113 | -",,N,2026-09-16T11:28:49+09:00,000,raw/document/20240325000335.zip,473cd9d93b67923fc8e073ed166efc5063dff070a385ba4d7c756132d4704c4b
KB금융,지주,2023,20240326000894,[기재정정]사업보고서 (2023.12),20240326,1. 임원 및 직원 등의 현황,15,125,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T11:31:24+09:00,000,raw/document/20240326000894.zip,ebb0fd8ac6fa520507561561019f546d42dad981cf7cb1dac84ade7eb19bba49
KB금융,지주,2023,20240326000894,[기재정정]사업보고서 (2023.12),20240326,1. 임원 및 직원 등의 현황,15,126,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 남 | 116 | - | - | - | 116 | 4년8개월 (16년 10개월) | 23,990 | 204 | - | - | - | -",,N,2026-09-16T11:31:24+09:00,000,raw/document/20240326000894.zip,ebb0fd8ac6fa520507561561019f546d42dad981cf7cb1dac84ade7eb19bba49
KB금융,지주,2023,20240326000894,[기재정정]사업보고서 (2023.12),20240326,1. 임원 및 직원 등의 현황,15,127,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 여 | 36 | - | - | - | 36 | 4년 1개월 (14년 2개월) | 5,425 | 148 | -",,N,2026-09-16T11:31:24+09:00,000,raw/document/20240326000894.zip,ebb0fd8ac6fa520507561561019f546d42dad981cf7cb1dac84ade7eb19bba49
KB금융,지주,2023,20240326000894,[기재정정]사업보고서 (2023.12),20240326,1. 임원 및 직원 등의 현황,15,128,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 152 | - | - | - | 152 | 4년 6개월(16년 2개월) | 29,415 | 191 | -",,N,2026-09-16T11:31:24+09:00,000,raw/document/20240326000894.zip,ebb0fd8ac6fa520507561561019f546d42dad981cf7cb1dac84ade7eb19bba49
JB금융지주,지주,2023,20240328001876,[기재정정]사업보고서 (2023.12),20240328,1. 임원 및 직원 등의 현황,9,129,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-22T12:00:21+09:00,000,raw/document/20240328001876.zip,ab0f5906b54517149f980651ce502a01235abc67223bbd19e0f896860fb764d0
JB금융지주,지주,2023,20240328001876,[기재정정]사업보고서 (2023.12),20240328,1. 임원 및 직원 등의 현황,9,130,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 남 | 59 | - | 18 | - | 77 | 2 년 11 개월 | 13,187 | 175 | - | - | - | -",,N,2026-09-22T12:00:21+09:00,000,raw/document/20240328001876.zip,ab0f5906b54517149f980651ce502a01235abc67223bbd19e0f896860fb764d0
JB금융지주,지주,2023,20240328001876,[기재정정]사업보고서 (2023.12),20240328,1. 임원 및 직원 등의 현황,9,131,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 여 | 11 | - | 11 | - | 22 | 2 년 11 개월 | 2,527 | 118 | -",,N,2026-09-22T12:00:21+09:00,000,raw/document/20240328001876.zip,ab0f5906b54517149f980651ce502a01235abc67223bbd19e0f896860fb764d0
JB금융지주,지주,2023,20240328001876,[기재정정]사업보고서 (2023.12),20240328,1. 임원 및 직원 등의 현황,9,132,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 70 | - | 29 | - | 99 | 2 년 11 개월 | 15,714 | 162 | -",,N,2026-09-22T12:00:21+09:00,000,raw/document/20240328001876.zip,ab0f5906b54517149f980651ce502a01235abc67223bbd19e0f896860fb764d0
농협금융지주,지주,2023,20240329003569,사업보고서 (2023.12),20240329,1. 임원 및 직원 등의 현황,9,133,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-22T12:01:23+09:00,000,raw/document/20240329003569.zip,5671168f7de4f4d69ff97ce7880cd1a1a0abde29bd3a6b26e23088bdfa93403b
농협금융지주,지주,2023,20240329003569,사업보고서 (2023.12),20240329,1. 임원 및 직원 등의 현황,9,134,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"사무관리 | 남 | 113 | - | 26 | - | 139 | 3.5 (14.6) | 20,437 | 147 | - | - | - | -",,N,2026-09-22T12:01:23+09:00,000,raw/document/20240329003569.zip,5671168f7de4f4d69ff97ce7880cd1a1a0abde29bd3a6b26e23088bdfa93403b
농협금융지주,지주,2023,20240329003569,사업보고서 (2023.12),20240329,1. 임원 및 직원 등의 현황,9,135,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"사무관리 | 여 | 23 | - | 19 | - | 42 | 3 (9.4) | 4,294 | 102 | -",,N,2026-09-22T12:01:23+09:00,000,raw/document/20240329003569.zip,5671168f7de4f4d69ff97ce7880cd1a1a0abde29bd3a6b26e23088bdfa93403b
농협금융지주,지주,2023,20240329003569,사업보고서 (2023.12),20240329,1. 임원 및 직원 등의 현황,9,136,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 136 | - | 45 | - | 181 | 3.4 (13.4) | 24,730 | 137 | -",,N,2026-09-22T12:01:23+09:00,000,raw/document/20240329003569.zip,5671168f7de4f4d69ff97ce7880cd1a1a0abde29bd3a6b26e23088bdfa93403b
메리츠화재해상보험,보험자회사,2023,20240401003572,사업보고서 (2023.12),20240401,1. 임원 및 직원 등의 현황,6,137,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T11:35:43+09:00,000,raw/document/20240401003572.zip,2daaba65baab3821893ab1ea187ba381a4a056eb97090c4fbaa0feb8f567ff92
메리츠화재해상보험,보험자회사,2023,20240401003572,사업보고서 (2023.12),20240401,1. 임원 및 직원 등의 현황,6,138,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"보험 | 남 | 1,080 | 1 | 93 | 2 | 1,173 | 12년1개월 | 169,105,847 | 162,357 | 179 | 99 | 278 | -",,N,2026-09-16T11:35:43+09:00,000,raw/document/20240401003572.zip,2daaba65baab3821893ab1ea187ba381a4a056eb97090c4fbaa0feb8f567ff92
메리츠화재해상보험,보험자회사,2023,20240401003572,사업보고서 (2023.12),20240401,1. 임원 및 직원 등의 현황,6,139,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"보험 | 여 | 1,230 | 21 | 483 | 20 | 1,713 | 11년10개월 | 95,264,935 | 91,643 | -",,N,2026-09-16T11:35:43+09:00,000,raw/document/20240401003572.zip,2daaba65baab3821893ab1ea187ba381a4a056eb97090c4fbaa0feb8f567ff92
메리츠화재해상보험,보험자회사,2023,20240401003572,사업보고서 (2023.12),20240401,1. 임원 및 직원 등의 현황,6,140,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 2,310 | 22 | 576 | 22 | 2,886 | 12년 | 264,370,782 | 131,765 | -",,N,2026-09-16T11:35:43+09:00,000,raw/document/20240401003572.zip,2daaba65baab3821893ab1ea187ba381a4a056eb97090c4fbaa0feb8f567ff92
KB라이프생명보험,보험자회사,2023,20240429000408,[기재정정]사업보고서 (2023.12),20240429,1. 임원 및 직원 등의 현황,17,141,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T11:37:07+09:00,000,raw/document/20240429000408.zip,8c7bf3775f8acc4a46457e63f848158f5c65578b912e4fb7dcb02071f77318ec
KB라이프생명보험,보험자회사,2023,20240429000408,[기재정정]사업보고서 (2023.12),20240429,1. 임원 및 직원 등의 현황,17,142,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"전사 | 남 | 335 | 335 | 32 | 32 | 367 | 9.0 | 37,901 | 103 | 135 | 182 | 317 | -",,N,2026-09-16T11:37:07+09:00,000,raw/document/20240429000408.zip,8c7bf3775f8acc4a46457e63f848158f5c65578b912e4fb7dcb02071f77318ec
KB라이프생명보험,보험자회사,2023,20240429000408,[기재정정]사업보고서 (2023.12),20240429,1. 임원 및 직원 등의 현황,17,143,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"전사 | 여 | 325 | 325 | 35 | 35 | 360 | 9.5 | 27,361 | 76 | -",,N,2026-09-16T11:37:07+09:00,000,raw/document/20240429000408.zip,8c7bf3775f8acc4a46457e63f848158f5c65578b912e4fb7dcb02071f77318ec
KB라이프생명보험,보험자회사,2023,20240429000408,[기재정정]사업보고서 (2023.12),20240429,1. 임원 및 직원 등의 현황,17,144,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 660 | 660 | 67 | 67 | 727 | 9.3 | 65,262 | 90 | -",,N,2026-09-16T11:37:07+09:00,000,raw/document/20240429000408.zip,8c7bf3775f8acc4a46457e63f848158f5c65578b912e4fb7dcb02071f77318ec
동양생명보험,보험자회사,2023,20240430000184,[기재정정]사업보고서 (2023.12),20240430,1. 임원 및 직원 등의 현황,10,145,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T11:39:15+09:00,000,raw/document/20240430000184.zip,c5e2faeb15f7db55722ec2035f6309df73c74b361a79c7b5e3f01115234ec9c1
동양생명보험,보험자회사,2023,20240430000184,[기재정정]사업보고서 (2023.12),20240430,1. 임원 및 직원 등의 현황,10,146,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"관리부문 | 남 | 239 | 1 | 44 | 3 | 284 | 11.8 | 35,152 | 124 | 149 | 249 | 398 | -",,N,2026-09-16T11:39:15+09:00,000,raw/document/20240430000184.zip,c5e2faeb15f7db55722ec2035f6309df73c74b361a79c7b5e3f01115234ec9c1
동양생명보험,보험자회사,2023,20240430000184,[기재정정]사업보고서 (2023.12),20240430,1. 임원 및 직원 등의 현황,10,147,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"관리부문 | 여 | 256 | 0 | 15 | 1 | 272 | 13.2 | 22,662 | 83 | -",,N,2026-09-16T11:39:15+09:00,000,raw/document/20240430000184.zip,c5e2faeb15f7db55722ec2035f6309df73c74b361a79c7b5e3f01115234ec9c1
동양생명보험,보험자회사,2023,20240430000184,[기재정정]사업보고서 (2023.12),20240430,1. 임원 및 직원 등의 현황,10,148,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"영업부문 | 남 | 87 | 0 | 0 | 0 | 87 | 16.2 | 14,580 | 168 | -",,N,2026-09-16T11:39:15+09:00,000,raw/document/20240430000184.zip,c5e2faeb15f7db55722ec2035f6309df73c74b361a79c7b5e3f01115234ec9c1
동양생명보험,보험자회사,2023,20240430000184,[기재정정]사업보고서 (2023.12),20240430,1. 임원 및 직원 등의 현황,10,149,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"영업부문 | 여 | 194 | 0 | 0 | 0 | 194 | 20.7 | 19,816 | 102 | -",,N,2026-09-16T11:39:15+09:00,000,raw/document/20240430000184.zip,c5e2faeb15f7db55722ec2035f6309df73c74b361a79c7b5e3f01115234ec9c1
