corp_label,구분,fy,rcept_no,report_nm,rcept_dt,section_title,table_index,row_index,위원회명,구성,소속이사명,설치목적및권한사항,비고,구분,열수일치,원문헤더,원문행,fetched_at,status,raw_path,raw_sha256
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,4,574,감사위원회,사외이사 4명,,- 이사 및 경영진의 직무집행 감사 - 지주회사 및 자회사등의 업무 및 재산상태에 대한 감사 - 내부통제시스템 운영 실태 적정성 평가 및 개선사항 검토 - 외부감사인 선정 및 활동에 대한 평가 등,,,Y,위원회명 | 구성 | 소속이사명 (위원장 명기) | 설치목적 및 권한사항 | 비고,"감사위원회 | 사외이사 4명 | (2019.1.11~2023.3.24) 정찬형(위원장), 노성태, 장동우 (2023.3.24~기준일 현재) 윤수영(위원장), 정찬형, 신요환, 지성배 | - 이사 및 경영진의 직무집행 감사 - 지주회사 및 자회사등의 업무 및 재산상태에 대한 감사 - 내부통제시스템 운영 실태 적정성 평가 및 개선사항 검토 - 외부감사인 선정 및 활동에 대한 평가 등 | ",2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,4,575,리스크관리 위원회,사외이사 3명,,"- 리스크관리 기본방침 및 전략 수립 - 부담 가능한 리스크 수준의 결정 - 적정투자한도 및 손실허용한도 승인 - 그룹리스크관리규정, 그룹리스크관리협의회규정 제정 및 개폐 - 리스크관리조직 구조 및 업무 분장에 관한 사항 등",,,Y,위원회명 | 구성 | 소속이사명 (위원장 명기) | 설치목적 및 권한사항 | 비고,"리스크관리 위원회 | 사외이사 3명 | (2021.9.17~2022.1.27) 박상용(위원장), 정찬형, 김홍태 (2022.1.27~2022.2.14) 박상용(위원장), 윤인섭, 신요환, 김홍태 (2022.2.14~2022.3.25) 박상용(위원장), 윤인섭, 신요환 (2022.3.25~2023.3.24) 윤인섭(위원장), 박상용, 신요환, 송수영 (2023.3.24~기준일 현재) 윤인섭(위원장), 윤수영, 송수영 | - 리스크관리 기본방침 및 전략 수립 - 부담 가능한 리스크 수준의 결정 - 적정투자한도 및 손실허용한도 승인 - 그룹리스크관리규정, 그룹리스크관리협의회규정 제정 및 개폐 - 리스크관리조직 구조 및 업무 분장에 관한 사항 등 | ",2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,4,576,보상위원회,사외이사 4명,,"- 경영진에 대한 보상체계 설계 · 운영의 적정성 평가 및 심의 - 경영진에 대한 보상체계, 재무상황, 리스크와의 연계성 및 관련법령, 감독규정 및 지주회사 내규 준수 여부 상시 점검 - 연차보고서 작성 및 공시 등",,,Y,위원회명 | 구성 | 소속이사명 (위원장 명기) | 설치목적 및 권한사항 | 비고,"보상위원회 | 사외이사 4명 | (2021.9.17~2022.1.27) 정찬형(위원장), 노성태, 박상용, 장동우, 김홍태 (2022.1.27~2022.2.14) 정찬형(위원장), 노성태, 박상용, 윤인섭, 신요환, 장동우, 김홍태 (2022.2.14~2022.3.25) 정찬형(위원장), 노성태, 박상용, 윤인섭, 신요환, 장동우 (2022.3.25~2023.3.24) 신요환(위원장), 노성태, 박상용, 윤인섭, 정찬형 (2023.3.24~기준일 현재) 신요환(위원장), 윤인섭, 정찬형, 윤수영 | - 경영진에 대한 보상체계 설계 · 운영의 적정성 평가 및 심의 - 경영진에 대한 보상체계, 재무상황, 리스크와의 연계성 및 관련법령, 감독규정 및 지주회사 내규 준수 여부 상시 점검 - 연차보고서 작성 및 공시 등 | ",2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,4,577,임원후보 추천위원회,사외이사 6명,,"- 대표이사, 사외이사 및 감사위원 후보 심사·추천에 관한 업무 - 최고경영자 경영승계계획 수립 ·변경 ·관리 등",,,Y,위원회명 | 구성 | 소속이사명 (위원장 명기) | 설치목적 및 권한사항 | 비고,"임원후보 추천위원회 | 사외이사 6명 | (2021.9.17~2022.1.27) 장동우(위원장), 노성태, 박상용, 정찬형 (2022.1.27~2022.3.25) 장동우(위원장), 노성태, 박상용, 윤인섭, 정찬형, 신요환 (2022.3.25~2023.3.24) 장동우(위원장), 노성태, 박상용, 윤인섭, 정찬형, 신요환, 송수영 (2023.3.24~기준일 현재) 지성배(위원장), 윤인섭, 정찬형, 윤수영, 신요환, 송수영 | - 대표이사, 사외이사 및 감사위원 후보 심사·추천에 관한 업무 - 최고경영자 경영승계계획 수립 ·변경 ·관리 등 | ",2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,4,578,자회사 대표이사후보추천위원회,"사외이사 6명, 사내이사 1명",,- 자회사 대표이사 후보 심사·추천에 관한 업무 - 자회사 경영승계계획 수립 · 변경 · 관리 등,,,Y,위원회명 | 구성 | 소속이사명 (위원장 명기) | 설치목적 및 권한사항 | 비고,"자회사 대표이사후보추천위원회 | 사외이사 6명, 사내이사 1명 | (2021.9.16~2022.1.27) 손태승(위원장), 노성태, 박상용, 정찬형, 장동우 (2022.1.27~2022.3.25) 손태승(위원장), 노성태, 박상용, 윤인섭, 정찬형, 신요환, 장동우 (2022.3.25~2023.3.24) 손태승(위원장), 노성태, 박상용, 윤인섭, 정찬형, 신요환, 장동우, 송수영 (2023.3.24~기준일 현재) 임종룡(위원장), 윤인섭, 정찬형, 윤수영, 신요환, 지성배, 송수영 | - 자회사 대표이사 후보 심사·추천에 관한 업무 - 자회사 경영승계계획 수립 · 변경 · 관리 등 | ",2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,4,579,ESG경영 위원회,"사외이사 6명, 사내이사 1명",,"- ESG경영 관련 전략 방향, 정책수립 및 중요 의사결정에 관한 사항 등",,,Y,위원회명 | 구성 | 소속이사명 (위원장 명기) | 설치목적 및 권한사항 | 비고,"ESG경영 위원회 | 사외이사 6명, 사내이사 1명 | (2021.9.17~2022.1.27) 노성태(위원장), 박상용, 정찬형, 장동우, 김홍태, 손태승, 이원덕 (2022.1.27~2022.2.14) 노성태(위원장), 박상용, 윤인섭, 정찬형, 신요환, 장동우, 김홍태, 손태승, 이원덕 (2022.2.14~2022.3.25) 노성태(위원장), 박상용, 윤인섭, 정찬형, 신요환, 장동우, 손태승, 이원덕 (2022.3.25~2023.3.24) 송수영(위원장), 노성태, 박상용, 윤인섭, 정찬형, 신요환, 장동우, 손태승, 이원덕 (2023.3.24~2023.7.3) 송수영(위원장), 윤인섭, 정찬형, 윤수영, 신요환, 지성배, 임종룡, 이원덕 (2023.3.24~현재) 송수영(위원장), 윤인섭, 정찬형, 윤수영, 신요환, 지성배, 임종룡 | - ESG경영 관련 전략 방향, 정책수립 및 중요 의사결정에 관한 사항 등 | ",2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,580,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),찬반여부,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,581,리스크관리위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),리스크관리위원회 | 2023.03.03 | (결의) - 2022년 12월말기준 그룹 통합위기상황분석 시나리오 설정(안) - 특수금융 및 금융기관 평가모형 개선(안) | 가결 가결 | 찬성 찬성 | 찬성 찬성 | 찬성 찬성 | 찬성 찬성 | 선임전 선임전,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,582,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 2022년 4분기 그룹 부문별 리스크관리 현황 - 건전성 관리 위기대응체계 강화 운영(안) - 그룹 리스크 적합성 검증 결과 보고(2022년 4분기) - 2022년 4분기 자회사등의 리스크관리위원회 결의사항 - 2022년 4분기 그룹리스크관리협의회 심의·결의사항 - 2022년 하반기 리스크관리위원회 심의·결의사항 진행현황 | 보고 보고 보고 보고 보고 보고 | 출석 출석 출석 출석 출석 출석 | 출석 출석 출석 출석 출석 출석 | 출석 출석 출석 출석 출석 출석 | 출석 출석 출석 출석 출석 출석 | 선임전 선임전 선임전 선임전 선임전 선임전,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,583,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),2023.03.24 | (결의) - 리스크관리조직 업무 분장 일부 개편(안) | 가결 | 찬성 | 퇴임 | 퇴임 | 찬성 | 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,584,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),2023.04.20 | (결의) - 그룹 통합위기상황분석 결과 및 위기대응계획(2022년 12월말기준) - 그룹 내부자본한도 일부 조정(안) | 가결 가결 | 찬성 찬성 | 퇴임 퇴임 | 퇴임 퇴임 | 찬성 찬성 | 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,585,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 그룹 리스크 적합성 검증 결과 보고(2023년 1분기) - 자회사등의 리스크관리위원회 결의사항(2023년 1분기) - 그룹리스크관리협의회 심의·결의사항(2023년 1분기) | 보고 보고 보고 | 출석 출석 출석 | 퇴임 퇴임 퇴임 | 퇴임 퇴임 퇴임 | 출석 출석 출석 | 출석 출석 출석,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,586,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),2023.05.25 | (심의) - ㈜우리금융지주-우리종합금융㈜ 주식교환계약 체결(안) - ㈜우리금융지주-우리벤처파트너스㈜ 주식교환계약 체결(안) | 원안통과 원안통과 | 찬성 찬성 | 퇴임 퇴임 | 퇴임 퇴임 | 찬성 찬성 | 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,587,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(결의) - 그룹 내부자본한도 일부 조정(안) | 가결 | 찬성 | 퇴임 | 퇴임 | 찬성 | 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,588,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 2022년 자체정상화계획 승인 완료 보고 - 그룹 부문별 리스크관리 현황(2023년 1분기) - 정부의 외환시장 구조 개선방안과 영향 | 보고 보고 보고 | 출석 출석 출석 | 퇴임 퇴임 퇴임 | 퇴임 퇴임 퇴임 | 출석 출석 출석 | 출석 출석 출석,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,589,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),2023.06.22 | (결의) - 자체정상화위원회규정 일부 개정(案) | 가결 | 찬성 | 퇴임 | 퇴임 | 찬성 | 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,5,590,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·박상용 (출석률:100%) | 사외이사·신요환 (출석률: 100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 환율 상승 리스크관리 현황 | 보고 | 출석 | 퇴임 | 퇴임 | 출석 | 출석,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,591,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),찬반여부,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,592,리스크관리위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),리스크관리위원회 | 2023.07.20 | (심의) - 원화 조건부자본증권(신종자본증권) 발행(案) | 원안통과 | 찬성 | 찬성 | 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,593,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(결의) - 리스크관리조직 업무 분장 일부 개편(案) - 그룹 통합위기상황분석 시나리오 설정(案) (2023년 6월말기준) - 신용리스크 측정요소(PD) 일부 변경(案) | 가결 가결 가결 | 찬성 찬성 찬성 | 찬성 찬성 찬성 | 찬성 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,594,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 자회사등의 리스크관리위원회 결의사항 (2023년 2분기) - 그룹리스크관리협의회 심의·결의사항 (2023년 2분기) - 리스크관리위원회 심의·결의사항 진행현황 (2023년 상반기) | 보고 보고 보고 | 출석 출석 출석 | 출석 출석 출석 | 출석 출석 출석,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,595,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),2023.09.21 | (심의) - 우리금융지주 자체정상화계획 수립(案) | 원안통과 | 찬성 | 찬성 | 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,596,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(결의) - 그룹리스크관리규정·그룹리스크관리협의회규정 일부 개정(案) - 그룹 통합위기상황분석 결과 및 위기대응계획(2023년 6월말 기준) | 가결 가결 | 찬성 찬성 | 찬성 찬성 | 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,597,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 그룹 부문별 리스크관리 현황(2023년 2분기) - 그룹 리스크 적합성 검증 결과 보고(2023년 2분기) | 보고 보고 | 출석 출석 | 출석 출석 | 출석 출석,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,598,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),2023.11.24 | (결의) - 2024년 그룹 리스크관리 전략(案) - 2024년 그룹 유동성리스크 관리방안 변경(案) - 시장리스크 간편법 적용기준 변경(案) | 가결 가결 가결 | 찬성 찬성 찬성 | 찬성 찬성 찬성 | 찬성 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,599,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 그룹 부문별 리스크관리 현황(2023년 3분기) - 그룹 리스크 적합성 검증 결과 보고(2023년 3분기) - 자회사등의 리스크관리위원회 결의사항(2023년 3분기) - 그룹리스크관리협의회 심의·결의사항(2023년 3분기) | 보고 보고 보고 보고 | 출석 출석 출석 출석 | 출석 출석 출석 출석 | 출석 출석 출석 출석,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,600,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),2023.12.14 | (심의) - 우리종합금융 유상증자 참여(案) - 원화 조건부자본증권(신종자본증권) 발행(案) | 원안통과 원안통과 | 찬성 찬성 | 찬성 찬성 | 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,601,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(결의) - 2024년 그룹 리스크 한도 설정(案) - 2024년 국가별/지역별 익스포져 한도 설정(案) - 그룹 금융배출량 측정시스템 운영(案) - 그룹 거액익스포져관리시스템 운영(案) | 가결 가결 가결 가결 | 찬성 찬성 찬성 찬성 | 찬성 찬성 찬성 찬성 | 찬성 찬성 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,6,602,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·윤인섭 (출석률:100%) | 사외이사·송수영 (출석률:100%) | 사외이사·윤수영 (출석률:100%),(보고) - 2023년 그룹 내부자본적정성 평가 결과 보고 | 보고 | 출석 | 출석 | 출석,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,7,603,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 이사의 성명·신요환 (출석률: 100%) | 이사의 성명·윤인섭 (출석률: 100%) | 이사의 성명·정찬형 (출석률: 100%) | 이사의 성명·윤수영 (출석률: 100%) | 이사의 성명·노성태 (출석률: 100%) | 이사의 성명·박상용 (출석률: 100%),찬반여부,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,7,604,보상위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결여부 | 이사의 성명·신요환 (출석률: 100%) | 이사의 성명·윤인섭 (출석률: 100%) | 이사의 성명·정찬형 (출석률: 100%) | 이사의 성명·윤수영 (출석률: 100%) | 이사의 성명·노성태 (출석률: 100%) | 이사의 성명·박상용 (출석률: 100%),보상위원회 | 2023.03.03 | 2022년 지주사 경영실적 평가 및 2023년 지주사 성과평가기준(案) 2022년 자회사 경영실적 평가 및 2023년 자회사 성과평가기준(案) 2022년 지주사 경영진 보상(案) 2023년 지주사 경영진 보상기준(案) 2022년 연차보상평가 보상체계 연차보고서 작성 및 공시(案) | 가결 가결 가결 가결 가결 가결 | 찬성 찬성 찬성 찬성 찬성 찬성 | 찬성 찬성 찬성 찬성 찬성 찬성 | 찬성 찬성 찬성 찬성 찬성 찬성 | 선임 前 | 찬성 찬성 찬성 찬성 찬성 찬성 | 찬성 찬성 찬성 찬성 찬성 찬성,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,7,605,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 이사의 성명·신요환 (출석률: 100%) | 이사의 성명·윤인섭 (출석률: 100%) | 이사의 성명·정찬형 (출석률: 100%) | 이사의 성명·윤수영 (출석률: 100%) | 이사의 성명·노성태 (출석률: 100%) | 이사의 성명·박상용 (출석률: 100%),2023.04.20 | 조직개편에 따른 비재무지표 조정(案) 2023년 우리벤처파트너스 성과평가기준(案) 2023년 지주사 경영진 보상기준 변경(案) | 가결 가결 가결 | 찬성 찬성 찬성 | 찬성 찬성 찬성 | 찬성 찬성 찬성 | 찬성 찬성 찬성 | 퇴임 | 퇴임,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
우리금융지주,,2023,20240314001383,사업보고서 (2023.12),20240314,1. 이사회에 관한 사항,8,606,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 사외이사·노성태 (출석률: 100%) | 사외이사·박상용 (출석률: 86%) | 사외이사·윤인섭 (출석률: 100%) | 사외이사·정찬형 (출석률: 100%) | 사외이사·윤수영 (선임전) | 사외이사·신요환 (출석률: 100%) | 사외이사·장동우 (출석률: 100%) | 사외이사·지성배 (선임전) | 사외이사·송수영 (출석률: 100%),찬반여부,2026-09-16T11:15:32+09:00,000,raw/document/20240314001383.zip,b4a0f1f4f0a974d64dfd83f73185e34e1bc3080b3d736fcf9958465ae89138c8
