corp_label,구분,fy,rcept_no,report_nm,rcept_dt,section_title,table_index,row_index,성명,성별,출생년월,직위,등기임원여부,상근여부,담당업무,주요경력,소유주식수,최대주주와의관계,재직기간,임기만료일,동일인키,문서내중복,열수일치,미매핑사유,원문헤더,원문행,fetched_at,status,raw_path,raw_sha256
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,383,진옥동,남,1961.02,기타비상무이사,기타비상무이사,비상근,-,ㆍ중앙대학교 경영학 석사ㆍSBJ은행 법인장(2015.06~2016.12)ㆍ신한은행 부행장(2017.1~2017.3)ㆍ신한금융지주회사 부사장(2017.3~2018.12)ㆍ신한은행 은행장(2019.3~2022.12.31),"13,937",해당사항없음,2019.3.27 ~ 현재,2023.03.23,진옥동|1961.02,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"진옥동 | 남 | 1961.02 | 기타비상무이사 | 기타비상무이사 | 비상근 | - | ㆍ중앙대학교 경영학 석사ㆍSBJ은행 법인장(2015.06~2016.12)ㆍ신한은행 부행장(2017.1~2017.3)ㆍ신한금융지주회사 부사장(2017.3~2018.12)ㆍ신한은행 은행장(2019.3~2022.12.31) | 13,937 | - | 해당사항없음 | 2019.3.27 ~ 현재 | 2023.03.23",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,384,장동기,남,1964.01,부사장,미등기,상근,GMS사업그룹(CBDO),ㆍ서울대 경제학과 졸ㆍ신한은행 자금시장본부장 (2016.01~2017.03)ㆍ신한금융지주회사 본부장 (2017.03~2017.12)ㆍ신한금융지주회사 부사장보 (2018.01~2018.12)ㆍ신한금융그룹 GMS사업그룹 부사장 (2019.01~2022.12)ㆍ신한은행금융지주회사 부사장 (2023.01~현재),"1,350",해당사항없음,2018.01.01~현재,2023.12.31,장동기|1964.01,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"장동기 | 남 | 1964.01 | 부사장 | 미등기 | 상근 | GMS사업그룹(CBDO) | ㆍ서울대 경제학과 졸ㆍ신한은행 자금시장본부장 (2016.01~2017.03)ㆍ신한금융지주회사 본부장 (2017.03~2017.12)ㆍ신한금융지주회사 부사장보 (2018.01~2018.12)ㆍ신한금융그룹 GMS사업그룹 부사장 (2019.01~2022.12)ㆍ신한은행금융지주회사 부사장 (2023.01~현재) | 1,350 | - | 해당사항없음 | 2018.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,385,왕호민,남,1964.03,부사장,미등기,상근,그룹 준법감시인(CCO),ㆍ한국외대 법학과 졸ㆍ신한은행 남부법원지점장 (2015.07~2016.12)ㆍ신한은행 잠실남지점장 (2017.01~2018.12)ㆍ신한금융지주회사 준법감시인 상무 (2019.01~2020.12)ㆍ신한금융지주회사 준법감시인 부사장 (2021.01~현재),"2,223",해당사항없음,2021.01.01~현재,2024.12.31,왕호민|1964.03,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"왕호민 | 남 | 1964.03 | 부사장 | 미등기 | 상근 | 그룹 준법감시인(CCO) | ㆍ한국외대 법학과 졸ㆍ신한은행 남부법원지점장 (2015.07~2016.12)ㆍ신한은행 잠실남지점장 (2017.01~2018.12)ㆍ신한금융지주회사 준법감시인 상무 (2019.01~2020.12)ㆍ신한금융지주회사 준법감시인 부사장 (2021.01~현재) | 2,223 | - | 해당사항없음 | 2021.01.01~현재 | 2024.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,386,이인균,남,1967.04,부사장,미등기,상근,그룹 운영부문 (COO)겸 그룹 원신한부문 (CGSO),ㆍ한양대 영문과 졸ㆍ신한은행 비서실장 (2015.07~2017.03)ㆍ신한금융지주회사 경영지원팀 부장 (2017.03~2018.12)ㆍ신한금융지주회사 상무 (2019.01~2020.12)ㆍ신한금융지주회사 부사장 (2021.01~현재),"5,000",해당사항없음,2021.01.01~현재,2023.12.31,이인균|1967.04,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"이인균 | 남 | 1967.04 | 부사장 | 미등기 | 상근 | 그룹 운영부문 (COO)겸 그룹 원신한부문 (CGSO) | ㆍ한양대 영문과 졸ㆍ신한은행 비서실장 (2015.07~2017.03)ㆍ신한금융지주회사 경영지원팀 부장 (2017.03~2018.12)ㆍ신한금융지주회사 상무 (2019.01~2020.12)ㆍ신한금융지주회사 부사장 (2021.01~현재) | 5,000 | - | 해당사항없음 | 2021.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,387,안준식,남,1965.05,부사장,미등기,상근,그룹브랜드홍보부문 (CPRO),ㆍ부산대 경제학과 졸ㆍ신한금융지주회사 경영지원팀소속 본부장 (2018.01~2018.12)ㆍ신한은행 부산경남본부장 (2019.01~2019.12)ㆍ신한은행 서초본부장 (2020.01~2020.12)ㆍ신한금융지주회사 부사장 (2021.01~현재),"3,092",해당사항없음,2021.01.01~현재,2023.12.31,안준식|1965.05,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"안준식 | 남 | 1965.05 | 부사장 | 미등기 | 상근 | 그룹브랜드홍보부문 (CPRO) | ㆍ부산대 경제학과 졸ㆍ신한금융지주회사 경영지원팀소속 본부장 (2018.01~2018.12)ㆍ신한은행 부산경남본부장 (2019.01~2019.12)ㆍ신한은행 서초본부장 (2020.01~2020.12)ㆍ신한금융지주회사 부사장 (2021.01~현재) | 3,092 | - | 해당사항없음 | 2021.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,388,김성주,남,1967.01,부사장,미등기,상근,그룹 감사부문(CAO),"ㆍ서울대 경제학과 졸ㆍ신한금융지주회사 원신한전략팀 부장 (2016.07~2017.12)ㆍ신한금융지주회사 감사팀 부장 (2018,01~2018.12)ㆍ신한금융지주회사 감사팀 본부장 (2019.01~2020.12)ㆍ신한금융지주회사 부사장 (2021.01~현재)","3,308",해당사항없음,2021.01.01~현재,2023.12.31,김성주|1967.01,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"김성주 | 남 | 1967.01 | 부사장 | 미등기 | 상근 | 그룹 감사부문(CAO) | ㆍ서울대 경제학과 졸ㆍ신한금융지주회사 원신한전략팀 부장 (2016.07~2017.12)ㆍ신한금융지주회사 감사팀 부장 (2018,01~2018.12)ㆍ신한금융지주회사 감사팀 본부장 (2019.01~2020.12)ㆍ신한금융지주회사 부사장 (2021.01~현재) | 3,308 | - | 해당사항없음 | 2021.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,389,방동권,남,1966.02,부사장,미등기,상근,그룹 리스크관리부문 (CRO),ㆍ성균관대 영어과 졸ㆍ신한은행 양재동기업금융1센터장 (2019.01~2019.04)ㆍ신한은행 리스크총괄부장 (2019.05~2019.12)ㆍ신한금융지주회사 상무 (2020.01~2021.12)ㆍ신한금융지주회사 부사장 (2022.01~현재),"1,064",해당사항없음,2020.01.01~현재,2023.12.31,방동권|1966.02,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"방동권 | 남 | 1966.02 | 부사장 | 미등기 | 상근 | 그룹 리스크관리부문 (CRO) | ㆍ성균관대 영어과 졸ㆍ신한은행 양재동기업금융1센터장 (2019.01~2019.04)ㆍ신한은행 리스크총괄부장 (2019.05~2019.12)ㆍ신한금융지주회사 상무 (2020.01~2021.12)ㆍ신한금융지주회사 부사장 (2022.01~현재) | 1,064 | - | 해당사항없음 | 2020.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,390,이태경,남,1966.05,부사장,미등기,상근,그룹 재무부문 (CFO),ㆍ서울대 경제학과 졸ㆍ신한은행 글로벌전략부장 (2016.01~2018.12)ㆍ신한캄보디아은행 법인장 (2019.01~2020.12)ㆍ신한베트남은행 법인장 (2021.01~2021.12)ㆍ신한금융지주회사 부사장 (2022.01~현재),"10,587",해당사항없음,2022.01.01~현재,2023.12.31,이태경|1966.05,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"이태경 | 남 | 1966.05 | 부사장 | 미등기 | 상근 | 그룹 재무부문 (CFO) | ㆍ서울대 경제학과 졸ㆍ신한은행 글로벌전략부장 (2016.01~2018.12)ㆍ신한캄보디아은행 법인장 (2019.01~2020.12)ㆍ신한베트남은행 법인장 (2021.01~2021.12)ㆍ신한금융지주회사 부사장 (2022.01~현재) | 10,587 | - | 해당사항없음 | 2022.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,391,김명희,여,1968.01,부사장,미등기,상근,그룹 디지털부문 (CDO),"ㆍKAIST 전산학부 졸 / 서강대 경영정보시스템 석사 / 단국대 지식컨설팅 박사ㆍ정부통합전산센터 센터장 (2017,02~2017.07)ㆍ국가정보자원관리원장 (2017.07~2020.02)ㆍ한컴MDS 대표이사 (2020.05~2020.06)ㆍ신한금융지주회사 부사장 (2022,01~현재)",450,해당사항없음,2022.01.01~현재,2023.12.31,김명희|1968.01,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"김명희 | 여 | 1968.01 | 부사장 | 미등기 | 상근 | 그룹 디지털부문 (CDO) | ㆍKAIST 전산학부 졸 / 서강대 경영정보시스템 석사 / 단국대 지식컨설팅 박사ㆍ정부통합전산센터 센터장 (2017,02~2017.07)ㆍ국가정보자원관리원장 (2017.07~2020.02)ㆍ한컴MDS 대표이사 (2020.05~2020.06)ㆍ신한금융지주회사 부사장 (2022,01~현재) | 450 | - | 해당사항없음 | 2022.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,392,고석헌,남,1968.09,부사장,미등기,상근,그룹 전략/지속가능경영부문 (CSSO),ㆍ서울대 경제학과 졸ㆍ신한금융지주회사 전략기획팀장 (2019.01~2019.12)ㆍ신한금융지주회사 경영관리팀 본부장 (2020.01~2020.12)ㆍ신한금융지주회사 경영관리3팀 본부장 (2021.01~2021.12)ㆍ신한금융지주회사 상무 (2022.01~2022.12)ㆍ신한금융지주회사 부사장 (2023.01~현재),"2,000",해당사항없음,2022.01.01~현재,2024.12.31,고석헌|1968.09,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"고석헌 | 남 | 1968.09 | 부사장 | 미등기 | 상근 | 그룹 전략/지속가능경영부문 (CSSO) | ㆍ서울대 경제학과 졸ㆍ신한금융지주회사 전략기획팀장 (2019.01~2019.12)ㆍ신한금융지주회사 경영관리팀 본부장 (2020.01~2020.12)ㆍ신한금융지주회사 경영관리3팀 본부장 (2021.01~2021.12)ㆍ신한금융지주회사 상무 (2022.01~2022.12)ㆍ신한금융지주회사 부사장 (2023.01~현재) | 2,000 | - | 해당사항없음 | 2022.01.01~현재 | 2024.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한지주,지주,2022,20230315001015,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,5,393,김태연,남,1968.07,상무,미등기,상근,글로벌&신사업본부,"ㆍ연세대 경제학과 졸ㆍ신한금융지주회사 재무팀 팀장대우 (2013.07~2017.06)ㆍ신한금융지주회사 재무팀 팀장 (2017,07~2018,12)ㆍ신한금융지주회사 재무팀 본부장 (2019,01~2021.12)ㆍ신한금융지주회사 회계본부 상무 (2022,01~현재)",-,해당사항없음,2022.01.01~현재,2023.12.31,김태연|1968.07,Y,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"김태연 | 남 | 1968.07 | 상무 | 미등기 | 상근 | 글로벌&신사업본부 | ㆍ연세대 경제학과 졸ㆍ신한금융지주회사 재무팀 팀장대우 (2013.07~2017.06)ㆍ신한금융지주회사 재무팀 팀장 (2017,07~2018,12)ㆍ신한금융지주회사 재무팀 본부장 (2019,01~2021.12)ㆍ신한금융지주회사 회계본부 상무 (2022,01~현재) | - | - | 해당사항없음 | 2022.01.01~현재 | 2023.12.31",2026-09-22T11:55:13+09:00,000,raw/document/20230315001015.zip,d7aa6f003ac73c513de23caa824c7db09681b75bf4d07d037a3375706512c918
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,VII. 주주에 관한 사항,6,394,조용병,,1957.06,대표이사 회장,등기임원,상근,"총괄,자회사경영관리위원회 위원장,ESG전략위원회 위원",ㆍ고려대학교 법학과 졸업ㆍ신한은행 부행장 (2011~2013)ㆍ신한BNP파리바자산운용 사장(2013~2015)ㆍ신한은행 은행장 (2015~2017)ㆍ신한금융지주회사 대표이사 회장(2017~현재),,,2017.3.23 ~ 현재,2023년 3월,조용병|1957.06,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 재직기간 | 임기만료일,"조용병 | 1957.06 | 대표이사 회장 | 등기임원 | 상근 | 총괄,자회사경영관리위원회 위원장,ESG전략위원회 위원 | ㆍ고려대학교 법학과 졸업ㆍ신한은행 부행장 (2011~2013)ㆍ신한BNP파리바자산운용 사장(2013~2015)ㆍ신한은행 은행장 (2015~2017)ㆍ신한금융지주회사 대표이사 회장(2017~현재) | 2017.3.23 ~ 현재 | 2023년 3월",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,395,진옥동,남,1961.02,은행장,사내이사,상근,총괄,한국방송통신대 경영학과 중앙대학교 경영학 석사 (日)SBJ은행 법인장 (2015.6~2016.12) 신한은행 부행장 (2017.1~2017.3) 신한금융지주회사 부사장 (2017.3~2018.12) (겸) 신한금융지주 비상임이사,0,최대주주의임원,'19.3.26 ~ 현재,2022.12.31,진옥동|1961.02,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,진옥동 | 남 | 1961.02 | 은행장 | 사내이사 | 상근 | 총괄 | 한국방송통신대 경영학과 중앙대학교 경영학 석사 (日)SBJ은행 법인장 (2015.6~2016.12) 신한은행 부행장 (2017.1~2017.3) 신한금융지주회사 부사장 (2017.3~2018.12) (겸) 신한금융지주 비상임이사 | 0 | 0 | 최대주주의임원 | '19.3.26 ~ 현재 | 2022.12.31,2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,396,유찬우,남,1964.07,상임 감사위원,사내이사,상근,"감사,감사위원회위원",서울대 경제학과 경기대 경제학 박사 금융감독원 부원장보(2016.3~2017.11) 한국금융안전 대표이사(2018.5~2019.7) 롯데캐피탈 사외이사(2021.3~2021.12),0,-,'22.1.1 ~ 현재,2023.12.31,유찬우|1964.07,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"유찬우 | 남 | 1964.07 | 상임 감사위원 | 사내이사 | 상근 | 감사,감사위원회위원 | 서울대 경제학과 경기대 경제학 박사 금융감독원 부원장보(2016.3~2017.11) 한국금융안전 대표이사(2018.5~2019.7) 롯데캐피탈 사외이사(2021.3~2021.12) | 0 | 0 | - | '22.1.1 ~ 현재 | 2023.12.31",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,397,김명희,여,1968.01,비상임이사,기타비상무이사,비상근,"비상임이사,위험관리위 위원,보수위원회위원,임원후보추천위원회 위원",한국과학기술대 전산학부 서강대 경영학 석사 단국대 경영학 박사 SK텔레콤 솔루션컨설팅본부장 (2013.2~2017.1) 행정안전부 국가정보자원관리원장(2017.2~2020.2) 한컴MDS 대표이사(2020.4~2020.6) 現 투비웨이(주)빅데이터기술원장(2020.7~현재) 現 경기대 겸임교수(2021.3~현재) (겸) 신한금융지주 부사장,0,최대주주의임원,'22.1.1 ~ 현재,2022.12.31,김명희|1968.01,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"김명희 | 여 | 1968.01 | 비상임이사 | 기타비상무이사 | 비상근 | 비상임이사,위험관리위 위원,보수위원회위원,임원후보추천위원회 위원 | 한국과학기술대 전산학부 서강대 경영학 석사 단국대 경영학 박사 SK텔레콤 솔루션컨설팅본부장 (2013.2~2017.1) 행정안전부 국가정보자원관리원장(2017.2~2020.2) 한컴MDS 대표이사(2020.4~2020.6) 現 투비웨이(주)빅데이터기술원장(2020.7~현재) 現 경기대 겸임교수(2021.3~현재) (겸) 신한금융지주 부사장 | 0 | 0 | 최대주주의임원 | '22.1.1 ~ 현재 | 2022.12.31",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,398,박원식,남,1956.02,사외이사,사외이사,비상근,"사외이사,보수위원회위원,ESG위원회위원(장)",고려대학교 행정학과 고려대학교 대학원 법학과 동국대 대학원 무역학과(경제학 박사) 한국은행 부총재 (2012.4~2014.5) 보험연구원 초빙자문위원 (2014.6~2016.5)동국대학교 객원교수('2020.7~현재),0,-,'18.3.21 ~ 현재,2023.03.31,박원식|1956.02,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"박원식 | 남 | 1956.02 | 사외이사 | 사외이사 | 비상근 | 사외이사,보수위원회위원,ESG위원회위원(장) | 고려대학교 행정학과 고려대학교 대학원 법학과 동국대 대학원 무역학과(경제학 박사) 한국은행 부총재 (2012.4~2014.5) 보험연구원 초빙자문위원 (2014.6~2016.5)동국대학교 객원교수('2020.7~현재) | 0 | 0 | - | '18.3.21 ~ 현재 | 2023.03.31",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,399,서기석,남,1953.02,사외이사,사외이사,비상근,"사외이사,위험관리위원회 위원,임원후보추천위원회위원(장),ESG위원회위원",서울대 법학과 제21회 사법시험 합격 서울중앙지방법원 법원장 (2013.2~2013.4) 헌법재판소 재판관 (2013.4~2019.4) 現 한양대학교 석좌교수(2019.5~현재),0,-,'20.3.25 ~ 현재,2023.03.31,서기석|1953.02,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"서기석 | 남 | 1953.02 | 사외이사 | 사외이사 | 비상근 | 사외이사,위험관리위원회 위원,임원후보추천위원회위원(장),ESG위원회위원 | 서울대 법학과 제21회 사법시험 합격 서울중앙지방법원 법원장 (2013.2~2013.4) 헌법재판소 재판관 (2013.4~2019.4) 現 한양대학교 석좌교수(2019.5~현재) | 0 | 0 | - | '20.3.25 ~ 현재 | 2023.03.31",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,400,윤승한,남,1957.09,사외이사,사외이사,비상근,"사외이사,임원후보추천위원회 위원,ESG위원회위원",서울대 경영학과 서울대 경영학 석사 조지워싱턴대 회계학 석사 중앙대 회계학 박사 금융감독원 도쿄사무소 소장 (2008.6~2010.3) 한국공인회계사회 상근행정부회장 (2014.7~2020.7),0,-,'20.3.25 ~ 현재,2023.03.31,윤승한|1957.09,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"윤승한 | 남 | 1957.09 | 사외이사 | 사외이사 | 비상근 | 사외이사,임원후보추천위원회 위원,ESG위원회위원 | 서울대 경영학과 서울대 경영학 석사 조지워싱턴대 회계학 석사 중앙대 회계학 박사 금융감독원 도쿄사무소 소장 (2008.6~2010.3) 한국공인회계사회 상근행정부회장 (2014.7~2020.7) | 0 | 0 | - | '20.3.25 ~ 현재 | 2023.03.31",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,401,이흔야,남,1959.09,사외이사,사외이사,비상근,"사외이사,임원후보추천위원회 위원,ESG위원회위원",오사카예술대학 주식회사 한신 대표이사 (1983~2005) 주식회사제일스포츠센터 감사 (2015.6~2019.1),0,-,'20.3.25 ~ 현재,2023.03.31,이흔야|1959.09,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"이흔야 | 남 | 1959.09 | 사외이사 | 사외이사 | 비상근 | 사외이사,임원후보추천위원회 위원,ESG위원회위원 | 오사카예술대학 주식회사 한신 대표이사 (1983~2005) 주식회사제일스포츠센터 감사 (2015.6~2019.1) | 0 | 0 | - | '20.3.25 ~ 현재 | 2023.03.31",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
신한은행(구),은행,2022,20230315001124,사업보고서 (2022.12),20230315,1. 임원 및 직원 등의 현황,2,402,임상현,남,1960.05,사외이사,사외이사,비상근,"사외이사 위험관리 위원회위원(장), 임원후보추천위원회 위원,ESG위원회위원",충남대 경영학과 IBK 경영지원그룹장(2014.1~2016.6) IBK 저축은행 대표이사 (2016.7~2016.12) IBK기업은행 전무이사(2017.1~2020.1),0,-,'21.4.1 ~ 현재,2023.03.31,임상현|1960.05,N,Y,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"임상현 | 남 | 1960.05 | 사외이사 | 사외이사 | 비상근 | 사외이사 위험관리 위원회위원(장), 임원후보추천위원회 위원,ESG위원회위원 | 충남대 경영학과 IBK 경영지원그룹장(2014.1~2016.6) IBK 저축은행 대표이사 (2016.7~2016.12) IBK기업은행 전무이사(2017.1~2020.1) | 0 | 0 | - | '21.4.1 ~ 현재 | 2023.03.31",2026-09-22T11:56:12+09:00,000,raw/document/20230315001124.zip,13d7e290f2efc4381345cc33ffc45a1cddfe63d29aa68aa6e8b61e6963bb428b
